index,Opening,Opening Category,Opening Sub-Category,Sub-Category Score,Category Score,Difference
948062,"Queen's Gambit Accepted: Central Variation, Greco Variation",Queen's Gambit Accepted," Central Variation, Greco Variation",0.14409937888198757,0.2135774218154081,-0.06947804293342053
680154,"Caro-Kann Defense: Classical Variation, Main Line",Caro-Kann Defense," Classical Variation, Main Line",0.14332784184514002,-0.03327367742859188,0.1766015192737319
1236765,Modern Defense: Standard Defense,Modern Defense, Standard Defense,0.14332247557003258,0.012958833102284371,0.1303636424677482
1650671,"Ruy Lopez: Closed Variations, Zaitsev System",Ruy Lopez," Closed Variations, Zaitsev System",0.14285714285714285,0.07842768035777334,0.06442946249936951
1874498,"King's Gambit, Falkbeer Countergambit, Charousek Gambit, Keres Variation",King's Gambit,"Falkbeer Countergambit, Charousek Gambit, Keres Variation",0.14285714285714285,0.1733809833225038,-0.03052384046536094
1650624,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense #3",Ruy Lopez," Morphy Defense, Modern Steinitz Defense #3",0.14285714285714285,0.07842768035777334,0.06442946249936951
687088,"Caro-Kann Defense: Advance Variation, Prins Attack",Caro-Kann Defense," Advance Variation, Prins Attack",0.14285714285714285,-0.03327367742859188,0.17613082028573473
1968681,"Latvian Gambit Accepted, Foltys-Leonhardt Variation",Latvian Gambit Accepted,Foltys-Leonhardt Variation,0.14285714285714285,-0.006297229219143577,0.14915437207628643
133096,"French Defense: Winawer Variation, Alekhine-Maroczy Gambit",French Defense," Winawer Variation, Alekhine-Maroczy Gambit",0.14285714285714285,-0.001258634820278656,0.1441157776774215
1970405,Neo-Gruenfeld Defense: Delayed Exchange Variation #2,Neo-Gruenfeld Defense, Delayed Exchange Variation #2,0.14285714285714285,0.08209538702111024,0.060761755836032605
1935412,"Gruenfeld Defense: Russian Variation, Hungarian Variation",Gruenfeld Defense," Russian Variation, Hungarian Variation",0.14285714285714285,-0.062016806722689076,0.20487394957983193
1035402,"Dutch Defense: Staunton Gambit, Chigorin Variation",Dutch Defense," Staunton Gambit, Chigorin Variation",0.14285714285714285,0.02104436592069101,0.12181277693645184
1963406,"Queen's Indian Defense: Kasparov-Petrosian Variation, Andersson Variation",Queen's Indian Defense," Kasparov-Petrosian Variation, Andersson Variation",0.14285714285714285,-0.03280224929709466,0.1756593921542375
1036599,"Dutch Defense: Ilyin-Zhenevsky, Winter Variation",Dutch Defense," Ilyin-Zhenevsky, Winter Variation",0.14285714285714285,0.02104436592069101,0.12181277693645184
1431450,"Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit",Bishop's Opening," McDonnell Gambit, La Bourdonnais-Denker Gambit",0.14285714285714285,0.0889258131019416,0.05393132975520125
1432734,Benko Gambit: Nescafe Frappe Attack,Benko Gambit, Nescafe Frappe Attack,0.14285714285714285,-0.1834710743801653,0.32632821723730815
486466,"Sicilian Defense: Boleslavsky Variation, Louma Variation",Sicilian Defense," Boleslavsky Variation, Louma Variation",0.14285714285714285,-0.03165774109814676,0.1745148839552896
1793572,"Nimzo-Indian Defense: Huebner Variation, Rubinstein Variation, Main Line",Nimzo-Indian Defense," Huebner Variation, Rubinstein Variation, Main Line",0.14285714285714285,0.0305304944063515,0.11232664845079135
1852552,Mikenas Defense: Pozarek Gambit,Mikenas Defense, Pozarek Gambit,0.14285714285714285,0.1288865267074143,0.013970616149728554
486053,"Sicilian Defense: Scheveningen Variation, Delayed Keres Attack",Sicilian Defense," Scheveningen Variation, Delayed Keres Attack",0.14285714285714285,-0.03165774109814676,0.1745148839552896
1999304,"Ruy Lopez Defense, Halloween Attack",Ruy Lopez Defense,Halloween Attack,0.14285714285714285,0.14285714285714285,0.0
254627,"Reti Opening: Anglo-Slav Variation, Bogoljubov Variation, II",Reti Opening," Anglo-Slav Variation, Bogoljubov Variation, II",0.14285714285714285,0.11387521617666622,0.028981926680476625
1836254,Owen Defense: Wind Gambit,Owen Defense, Wind Gambit,0.14285714285714285,0.07193298775448877,0.07092415510265408
933370,Italian Game: Evans Gambit #2,Italian Game, Evans Gambit #2,0.14285714285714285,0.09855521155830753,0.04430193129883532
1502788,"Indian Game: King's Indian Variation, Fianchetto Variation",Indian Game," King's Indian Variation, Fianchetto Variation",0.14201183431952663,-0.05488098100504929,0.19689281532457592
686459,Caro-Kann Defense: Masi Variation,Caro-Kann Defense, Masi Variation,0.1417910447761194,-0.03327367742859188,0.17506472220471128
1397615,"Queen's Gambit Declined: Semi-Tarrasch, 5.cxd5",Queen's Gambit Declined," Semi-Tarrasch, 5.cxd5",0.1411764705882353,0.09342300002596526,0.04775347056227003
1991737,Petrov: Modern Attack,Petrov, Modern Attack,0.1402524544179523,0.1402524544179523,0.0
1926456,"King's Gambit Declined, Keene Defense",King's Gambit Declined,Keene Defense,0.13986013986013987,0.13670941099760922,0.0031507288625306495
1155108,English Opening: Carls-Bremen System,English Opening, Carls-Bremen System,0.13936781609195403,0.07679435019574729,0.06257346589620674
1373180,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",Queen's Gambit Declined," Semi-Tarrasch Defense, Pillsbury Variation",0.13924050632911392,0.09342300002596526,0.04581750630314865
1145947,"English Opening: King's English Variation, Reversed Sicilian",English Opening," King's English Variation, Reversed Sicilian",0.13891577928363988,0.07679435019574729,0.06212142908789259
917542,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",Italian Game," Two Knights Defense, Knight Attack, Normal Variation",0.13890857547838412,0.09855521155830753,0.04035336392007659
1864473,Benoni Defense: King's Indian System,Benoni Defense, King's Indian System,0.1388888888888889,-0.04835665985217802,0.18724554874106691
1928207,Catalan Opening: Closed Variation,Catalan Opening, Closed Variation,0.13866231647634583,0.17277486910994763,-0.0341125526336018
508295,Vienna Game,Vienna Game,,0.13826508146191105,0.12093195266272189,0.017333128799189162
468728,"Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense",Sicilian Defense," Smith-Morra Gambit Accepted, Fianchetto Defense",0.13804713804713806,-0.03165774109814676,0.16970487914528481
955535,"Queen's Gambit Accepted: Classical Defense, Rubinstein Variation",Queen's Gambit Accepted," Classical Defense, Rubinstein Variation",0.13793103448275862,0.2135774218154081,-0.07564638733264947
1192643,"English Opening: King's English Variation, Four Knights Variation, Quiet Line #3",English Opening," King's English Variation, Four Knights Variation, Quiet Line #3",0.13793103448275862,0.07679435019574729,0.06113668428701133
974499,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",King's Indian Defense," Fianchetto Variation, Delayed Fianchetto",0.1377551020408163,0.01557349639325467,0.12218160564756164
1929048,Catalan Opening,Catalan Opening,,0.13764044943820225,0.17277486910994763,-0.03513441967174538
1395732,"Queen's Gambit Declined: Neo-Orthodox Variation, Main Line",Queen's Gambit Declined," Neo-Orthodox Variation, Main Line",0.137546468401487,0.09342300002596526,0.044123468375521724
501296,"Nimzowitsch Defense, Declined Variation",Nimzowitsch Defense,Declined Variation,0.13720580871306962,0.08834080717488789,0.04886500153818173
1791946,"Nimzo-Indian Defense: Panov Attack, Main Line",Nimzo-Indian Defense," Panov Attack, Main Line",0.13712374581939799,0.0305304944063515,0.10659325141304649
874274,King's Indian Attack: Yugoslav Variation,King's Indian Attack, Yugoslav Variation,0.13711583924349882,0.13056621323101966,0.006549626012479159
973121,"King's Indian Defense: Fianchetto Variation, Classical Main Line",King's Indian Defense," Fianchetto Variation, Classical Main Line",0.136986301369863,0.01557349639325467,0.12141280497660834
513439,Vienna Game: Stanley Variation,Vienna Game, Stanley Variation,0.13658777120315582,0.12093195266272189,0.015655818540433936
485823,Sicilian Defense: Venice Attack,Sicilian Defense, Venice Attack,0.13636363636363635,-0.03165774109814676,0.1680213774617831
1968507,"Latvian Gambit Accepted, Bronstein Attack",Latvian Gambit Accepted,Bronstein Attack,0.13636363636363635,-0.006297229219143577,0.14266086558277993
879605,"Englund Gambit Declined, Reversed Alekhine",Englund Gambit Declined,Reversed Alekhine,0.13623595505617977,0.04320647177790035,0.09302948327827942
155854,"King's Gambit Accepted, Becker Defense",King's Gambit Accepted,Becker Defense,0.136,0.15463105064498736,-0.01863105064498735
1648244,Ruy Lopez: Closed Variations,Ruy Lopez, Closed Variations,0.13580246913580246,0.07842768035777334,0.05737478877802912
1552360,Zukertort Opening: Black Mustang Defense,Zukertort Opening, Black Mustang Defense,0.135328271549799,0.08458849534776126,0.05073977620203775
953965,Queen's Gambit Accepted: Janowski-Larsen Variation,Queen's Gambit Accepted, Janowski-Larsen Variation,0.13496932515337423,0.2135774218154081,-0.07860809666203386
1642168,"Ruy Lopez: Morphy Defense, Wormald Attack",Ruy Lopez," Morphy Defense, Wormald Attack",0.1349206349206349,0.07842768035777334,0.056492954562861575
1183850,"English Opening: Symmetrical Variation, Mecking Variation",English Opening," Symmetrical Variation, Mecking Variation",0.1347517730496454,0.07679435019574729,0.0579574228538981
1186159,English Opening: Agincourt Defense #2,English Opening, Agincourt Defense #2,0.13451086956521738,0.07679435019574729,0.05771651936947009
391247,Sicilian Defense: Open #3,Sicilian Defense, Open #3,0.1344877344877345,-0.03165774109814676,0.16614547558588125
1942380,Englund Gambit Complex: Felbecker Gambit,Englund Gambit Complex, Felbecker Gambit,0.13445378151260504,0.050359712230215826,0.08409406928238922
1378855,Queen's Gambit Declined: 4.Bg5 Be7,Queen's Gambit Declined, 4.Bg5 Be7,0.1343669250645995,0.09342300002596526,0.04094392503863423
1194699,English Opening: Neo-Catalan,English Opening, Neo-Catalan,0.13432835820895522,0.07679435019574729,0.05753400801320793
1191710,English Opening: Anglo-Lithuanian Variation,English Opening, Anglo-Lithuanian Variation,0.1341222879684418,0.07679435019574729,0.057327937772694515
1062728,Pirc Defense: Classical Variation #2,Pirc Defense, Classical Variation #2,0.13385826771653545,-0.006788996701572357,0.1406472644181078
870795,King's Indian Attack: Sicilian Variation,King's Indian Attack, Sicilian Variation,0.1336206896551724,0.13056621323101966,0.003054476424152741
1865236,Benoni Defense: Woozle,Benoni Defense, Woozle,0.13333333333333333,-0.04835665985217802,0.18168999318551135
1963864,Queen's Indian Defense: Classical Variation,Queen's Indian Defense, Classical Variation,0.13333333333333333,-0.03280224929709466,0.166135582630428
955763,"Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Development Variation",Queen's Gambit Accepted," Classical Defense, Steinitz Variation, Development Variation",0.13333333333333333,0.2135774218154081,-0.08024408848207476
1935236,Gruenfeld Defense: Makogonov Variation,Gruenfeld Defense, Makogonov Variation,0.13333333333333333,-0.062016806722689076,0.19535014005602241
1968792,"Latvian Gambit Accepted, Leonhardt Variation",Latvian Gambit Accepted,Leonhardt Variation,0.13333333333333333,-0.006297229219143577,0.1396305625524769
524487,Vienna Game: Zhuravlev Countergambit #2,Vienna Game, Zhuravlev Countergambit #2,0.13324538258575197,0.12093195266272189,0.012313429923030084
1065898,"Pirc Defense: Classical Variation, Quiet System",Pirc Defense," Classical Variation, Quiet System",0.13284132841328414,-0.006788996701572357,0.13963032511485649
906120,Italian Game: Anti-Fried Liver Defense,Italian Game, Anti-Fried Liver Defense,0.13272727272727272,0.09855521155830753,0.03417206116896519
1560448,Zukertort Opening: Gruenfeld Reversed,Zukertort Opening, Gruenfeld Reversed,0.13270142180094788,0.08458849534776126,0.048112926453186614
526999,"Vienna Game: Vienna Gambit, Pierce Gambit",Vienna Game," Vienna Gambit, Pierce Gambit",0.1326530612244898,0.12093195266272189,0.011721108561767918
1798494,Russian Game: Three Knights Game,Russian Game, Three Knights Game,0.1326056195674146,0.14728367498816047,-0.014678055420745878
1793610,Russian Game: Urusov Gambit,Russian Game, Urusov Gambit,0.13247338247338247,0.14728367498816047,-0.014810292514778
681542,Caro-Kann Defense: Accelerated Panov Attack,Caro-Kann Defense, Accelerated Panov Attack,0.13243243243243244,-0.03327367742859188,0.16570610986102433
245324,Scandinavian Defense: Modern Variation,Scandinavian Defense, Modern Variation,0.1323943661971831,0.05852482500786154,0.07386954118932154
1193088,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",English Opening," King's English Variation, Four Knights Variation, Fianchetto Line",0.1323529411764706,0.07679435019574729,0.0555585909807233
1942631,Englund Gambit Complex: Mosquito Gambit,Englund Gambit Complex, Mosquito Gambit,0.1322314049586777,0.050359712230215826,0.08187169272846187
1241234,Modern Defense: Averbakh Variation,Modern Defense, Averbakh Variation,0.13191076624636275,0.012958833102284371,0.11895193314407837
852511,Philidor Defense: Exchange Variation #2,Philidor Defense, Exchange Variation #2,0.13151465798045603,0.12452173341872341,0.006992924561732616
1996028,Guatemala Defense,Guatemala Defense,,0.13063763608087092,0.13063763608087092,0.0
1396707,Queen's Gambit Declined: Alekhine Variation,Queen's Gambit Declined, Alekhine Variation,0.13043478260869565,0.09342300002596526,0.037011782582730385
686996,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack #2",Caro-Kann Defense," Advance Variation, Van der Wiel Attack #2",0.13043478260869565,-0.03327367742859188,0.16370846003728753
472107,"Sicilian Defense: Pin Variation, Koch Variation",Sicilian Defense," Pin Variation, Koch Variation",0.13043478260869565,-0.03165774109814676,0.1620925237068424
975743,King's Indian Defense: Pomar System,King's Indian Defense, Pomar System,0.13043478260869565,0.01557349639325467,0.11486128621544098
1994451,Old Indian: Czech Variation,Old Indian, Czech Variation,0.13023255813953488,0.08231173380035026,0.047920824339184626
681912,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",Caro-Kann Defense," Exchange Variation, Rubinstein Variation",0.13004484304932734,-0.03327367742859188,0.16331852047791923
464850,"Sicilian Defense: Nimzowitsch Variation, Advance Variation",Sicilian Defense," Nimzowitsch Variation, Advance Variation",0.12935323383084577,-0.03165774109814676,0.16101097492899252
1964097,Queen's Indian Defense: Kasparov-Petrosian Variation,Queen's Indian Defense, Kasparov-Petrosian Variation,0.12903225806451613,-0.03280224929709466,0.16183450736161079
1131158,English Opening: Anglo-Scandinavian Defense,English Opening, Anglo-Scandinavian Defense,0.12854587273191925,0.07679435019574729,0.05175152253617196
1546220,Zukertort Opening: Kingside Fianchetto,Zukertort Opening, Kingside Fianchetto,0.1283272625385262,0.08458849534776126,0.04373876719076493
127238,"French Defense: Tarrasch Variation, Pawn Center Variation",French Defense," Tarrasch Variation, Pawn Center Variation",0.12830188679245283,-0.001258634820278656,0.1295605216127315
976063,"King's Indian Defense: Orthodox Variation, Modern System",King's Indian Defense," Orthodox Variation, Modern System",0.1282051282051282,0.01557349639325467,0.11263163181187352
1387990,Queen's Gambit Declined: Modern Variation,Queen's Gambit Declined, Modern Variation,0.12776588151320487,0.09342300002596526,0.0343428814872396
1791498,"Nimzo-Indian Defense: Normal Variation, Ragozin Variation",Nimzo-Indian Defense," Normal Variation, Ragozin Variation",0.12735849056603774,0.0305304944063515,0.09682799615968624
1988363,St. George Defense: Polish Variation,St. George Defense, Polish Variation,0.12698412698412698,0.15396548380841574,-0.02698135682428876
1928820,"Catalan Opening: Open Defense, Tarrasch Defense",Catalan Opening," Open Defense, Tarrasch Defense",0.12698412698412698,0.17277486910994763,-0.045790742125820655
1606619,Semi-Slav Defense: Noteboom Variation,Semi-Slav Defense, Noteboom Variation,0.12682926829268293,0.0930170928845899,0.03381217540809303
250343,Reti Opening,Reti Opening,,0.12682038834951456,0.11387521617666622,0.012945172172848338
1780419,Nimzo-Indian Defense: Normal Line,Nimzo-Indian Defense, Normal Line,0.12666666666666668,0.0305304944063515,0.09613617226031518
135891,"French Defense: Winawer Variation, Positional Variation",French Defense," Winawer Variation, Positional Variation",0.12658227848101267,-0.001258634820278656,0.12784091330129133
1852473,Mikenas Defense: Cannstatter Variation,Mikenas Defense, Cannstatter Variation,0.12658227848101267,0.1288865267074143,-0.0023042482264016284
1641163,Ruy Lopez: Morphy Defense,Ruy Lopez, Morphy Defense,0.12627986348122866,0.07842768035777334,0.04785218312345532
1530212,Zukertort Opening: Wade Defense,Zukertort Opening, Wade Defense,0.1261595547309833,0.08458849534776126,0.041571059383222045
1863753,"Benoni Defense: Modern Variation, Snake Variation",Benoni Defense," Modern Variation, Snake Variation",0.12574850299401197,-0.04835665985217802,0.17410516284619
872379,King's Indian Attack: Symmetrical Defense,King's Indian Attack, Symmetrical Defense,0.12544483985765126,0.13056621323101966,-0.005121373373368404
1978505,Nimzowitsch-Larsen Attack,Nimzowitsch-Larsen Attack,,0.12510936132983377,0.13355048859934854,-0.008441127269514764
1964132,"Queen's Indian Defense: Fianchetto Variation, Saemisch Variation",Queen's Indian Defense," Fianchetto Variation, Saemisch Variation",0.125,-0.03280224929709466,0.15780224929709466
1999080,Doery Defense,Doery Defense,,0.125,0.125,0.0
1036519,"Dutch Defense: Classical Variation, Blackburne Attack",Dutch Defense," Classical Variation, Blackburne Attack",0.125,0.02104436592069101,0.103955634079309
866104,"Philidor Defense: Hanham Variation, Delmar Variation",Philidor Defense," Hanham Variation, Delmar Variation",0.125,0.12452173341872341,0.0004782665812765874
131022,"French Defense: Tarrasch, Open, 4.exd5 exd5",French Defense," Tarrasch, Open, 4.exd5 exd5",0.125,-0.001258634820278656,0.12625863482027866
1523833,Bird Opening: Lasker Gambit,Bird Opening, Lasker Gambit,0.125,0.032215161814688933,0.09278483818531107
1196119,"English Opening: Agincourt Defense, Keres Defense",English Opening," Agincourt Defense, Keres Defense",0.125,0.07679435019574729,0.04820564980425271
931872,"Italian Game: Scotch Gambit, Max Lange Attack",Italian Game," Scotch Gambit, Max Lange Attack",0.125,0.09855521155830753,0.02644478844169247
971513,"King's Indian Defense: Averbakh Variation, Nc6 Defense",King's Indian Defense," Averbakh Variation, Nc6 Defense",0.125,0.01557349639325467,0.10942650360674533
486005,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation",Sicilian Defense," Lasker-Pelikan Variation, Sveshnikov Variation",0.125,-0.03165774109814676,0.15665774109814676
486492,"Sicilian Defense: Alapin Variation, Barmen Defense, Milner-Barry Attack",Sicilian Defense," Alapin Variation, Barmen Defense, Milner-Barry Attack",0.125,-0.03165774109814676,0.15665774109814676
1951079,Colle System: Traditional Colle,Colle System, Traditional Colle,0.12375249500998003,0.04252199413489736,0.08123050087508268
507470,"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",Nimzowitsch Defense," Kennedy Variation, Paulsen Attack",0.12318840579710146,0.08834080717488789,0.034847598622213566
471468,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",Sicilian Defense," Najdorf Variation, Amsterdam Variation",0.12290502793296089,-0.03165774109814676,0.15456276903110766
975147,"King's Indian Defense: Saemisch Variation, Closed Variation",King's Indian Defense," Saemisch Variation, Closed Variation",0.12264150943396226,0.01557349639325467,0.1070680130407076
563763,Alekhine Defense: Brooklyn Variation,Alekhine Defense, Brooklyn Variation,0.12177985948477751,-0.023092493906721197,0.1448723533914987
1325523,Rat Defense: Antal Defense,Rat Defense, Antal Defense,0.12174643157010916,0.1036761668731929,0.018070264696916263
568362,"Alekhine Defense: Modern Variation, Larsen-Haakert Variation",Alekhine Defense," Modern Variation, Larsen-Haakert Variation",0.12173913043478261,-0.023092493906721197,0.14483162434150382
1179416,English Opening: Anglo-Dutch Defense,English Opening, Anglo-Dutch Defense,0.12160566706021252,0.07679435019574729,0.044811316864465225
1881189,Danish Gambit,Danish Gambit,,0.12134778510838831,0.12134778510838831,0.0
1924299,"King's Gambit Declined, Classical Variation",King's Gambit Declined,Classical Variation,0.12116316639741519,0.13670941099760922,-0.015546244600194034
1396001,Queen's Gambit Declined: Barmen Variation,Queen's Gambit Declined, Barmen Variation,0.1206896551724138,0.09342300002596526,0.027266655146448535
672806,"Caro-Kann Defense: Karpov Variation, Modern Variation",Caro-Kann Defense," Karpov Variation, Modern Variation",0.12048192771084337,-0.03327367742859188,0.15375560513943526
1186895,"English Opening: Symmetrical Variation, Full Symmetry Line",English Opening," Symmetrical Variation, Full Symmetry Line",0.12041884816753927,0.07679435019574729,0.04362449797179198
1735761,"Slav Defense: Czech Variation, Wiesbaden Variation",Slav Defense," Czech Variation, Wiesbaden Variation",0.12,0.0632993417686982,0.0567006582313018
122377,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",French Defense," Horwitz Attack, Papa-Ticulat Gambit",0.11990407673860912,-0.001258634820278656,0.12116271155888778
483771,Sicilian Defense: Nimzo-American Variation,Sicilian Defense, Nimzo-American Variation,0.11971830985915492,-0.03165774109814676,0.15137605095730167
1064602,"Pirc Defense: Austrian Attack, Weiss Variation",Pirc Defense," Austrian Attack, Weiss Variation",0.11898016997167139,-0.006788996701572357,0.12576916667324375
1644540,"Ruy Lopez: Closed Variations, Martinez Variation",Ruy Lopez," Closed Variations, Martinez Variation",0.1188118811881188,0.07842768035777334,0.04038420083034547
525245,"Vienna Game: Stanley Variation, Reversed Spanish",Vienna Game," Stanley Variation, Reversed Spanish",0.11864406779661017,0.12093195266272189,-0.002287884866111714
249176,"Reti Opening: Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line",Reti Opening," Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line",0.11864406779661017,0.11387521617666622,0.004768851619943948
1893744,Van Geet Opening: Gruenfeld Defense,Van Geet Opening, Gruenfeld Defense,0.11864406779661017,0.01658128875707738,0.10206277903953279
1707295,Slav Defense: Three Knights Variation,Slav Defense, Three Knights Variation,0.11843276936776491,0.0632993417686982,0.05513342759906671
795567,Queen's Pawn Game: Torre Attack,Queen's Pawn Game, Torre Attack,0.1182033096926714,0.041878140438289066,0.07632516925438233
975582,"King's Indian Defense: Saemisch Variation, Orthodox Variation",King's Indian Defense," Saemisch Variation, Orthodox Variation",0.11801242236024845,0.01557349639325467,0.10243892596699378
687126,Queen's Pawn Game: Mason Attack,Queen's Pawn Game, Mason Attack,0.1179675025828872,0.041878140438289066,0.07608936214459813
546955,English Defense: Perrin Variation,English Defense, Perrin Variation,0.11764705882352941,0.09240201445149988,0.025245044372029526
1968702,"Latvian Gambit Accepted, Nimzowitsch Attack",Latvian Gambit Accepted,Nimzowitsch Attack,0.11764705882352941,-0.006297229219143577,0.12394428804267299
571071,Alekhine Defense: Modern Variation,Alekhine Defense, Modern Variation,0.11764705882352941,-0.023092493906721197,0.1407395527302506
1523885,Bird Opening: Horsefly Defense,Bird Opening, Horsefly Defense,0.11764705882352941,0.032215161814688933,0.08543189700884048
560220,Alekhine Defense #2,Alekhine Defense,2,0.11754966887417219,-0.023092493906721197,0.1406421627808934
654381,Caro-Kann Defense: Main Line,Caro-Kann Defense, Main Line,0.11736178467507274,-0.03327367742859188,0.15063546210366463
1035197,"Dutch Defense: Stonewall Variation, Modern Variation",Dutch Defense," Stonewall Variation, Modern Variation",0.11707317073170732,0.02104436592069101,0.09602880481101632
160446,"King's Gambit Accepted, Mason-Keres Gambit",King's Gambit Accepted,Mason-Keres Gambit,0.11702127659574468,0.15463105064498736,-0.03760977404924268
134064,"French Defense: Winawer Variation, Winckelmann-Riemer Gambit",French Defense," Winawer Variation, Winckelmann-Riemer Gambit",0.11702127659574468,-0.001258634820278656,0.11827991141602334
405127,Sicilian Defense: Open #2,Sicilian Defense, Open #2,0.11684275947793661,-0.03165774109814676,0.14850050057608338
686936,"Caro-Kann Defense: Classical Variation, Lobron System",Caro-Kann Defense," Classical Variation, Lobron System",0.11666666666666667,-0.03327367742859188,0.14994034409525855
1266731,Petrov's Defense #2,Petrov's Defense,2,0.11662404092071611,0.07543103448275862,0.041193006437957494
1754150,Polish Opening: Symmetrical Variation,Polish Opening, Symmetrical Variation,0.11627906976744186,0.031218344230592134,0.08506072553684972
1067708,"Pirc Defense: Austrian Attack, Ljubojevic Variation",Pirc Defense," Austrian Attack, Ljubojevic Variation",0.11627906976744186,-0.006788996701572357,0.12306806646901422
1193360,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",English Opening," King's English Variation, Two Knights Variation, Reversed Dragon",0.1162079510703364,0.07679435019574729,0.0394136008745891
1118931,King's Pawn Game: Maroczy Defense,King's Pawn Game, Maroczy Defense,0.11569710757231069,0.018338335176117517,0.09735877239619317
480970,Sicilian Defense: Keres Variation,Sicilian Defense, Keres Variation,0.11529411764705882,-0.03165774109814676,0.14695185874520558
244398,"Scandinavian Defense: Modern Variation, Gipslis Variation",Scandinavian Defense," Modern Variation, Gipslis Variation",0.11507936507936507,0.05852482500786154,0.05655454007150353
104772,French Defense: Advance Variation #3,French Defense, Advance Variation #3,0.11482381530984204,-0.001258634820278656,0.1160824501301207
1169206,"English Opening: Symmetrical Variation, Fianchetto Variation",English Opening," Symmetrical Variation, Fianchetto Variation",0.11473429951690821,0.07679435019574729,0.03793994932116092
1183148,"English Opening: King's English Variation, Three Knights System",English Opening," King's English Variation, Three Knights System",0.11461318051575932,0.07679435019574729,0.03781883032001203
1398052,Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5,Queen's Gambit Declined, Tarrasch Defense: 4.cxd5 exd5,0.11440677966101695,0.09342300002596526,0.020983779635051686
1983430,Wade Defense,Wade Defense,,0.11409395973154363,0.11409395973154363,0.0
1399045,Bishop's Opening,Bishop's Opening,,0.1137357830271216,0.0889258131019416,0.024809969925180003
476692,"Sicilian Defense: Smith-Morra Gambit Declined, Center Formation",Sicilian Defense," Smith-Morra Gambit Declined, Center Formation",0.11372549019607843,-0.03165774109814676,0.1453832312942252
1621725,"Ruy Lopez: Exchange Variation, King's Bishop Variation",Ruy Lopez," Exchange Variation, King's Bishop Variation",0.11359026369168357,0.07842768035777334,0.03516258333391023
1622803,Ruy Lopez: Cozio Defense,Ruy Lopez, Cozio Defense,0.11312902005297011,0.07842768035777334,0.03470133969519677
504810,Nimzowitsch Defense: Franco-Nimzowitsch Variation,Nimzowitsch Defense, Franco-Nimzowitsch Variation,0.11308016877637131,0.08834080717488789,0.02473936160148342
1377486,Queen's Gambit Declined: Exchange Variation,Queen's Gambit Declined, Exchange Variation,0.11249086924762601,0.09342300002596526,0.019067869221660746
1269125,Elephant Gambit,Elephant Gambit,,0.11234177215189874,0.055408970976253295,0.05693280117564544
123305,"French Defense: Advance Variation, Extended Bishop Swap",French Defense," Advance Variation, Extended Bishop Swap",0.11188811188811189,-0.001258634820278656,0.11314674670839055
1609854,Ruy Lopez: Steinitz Defense,Ruy Lopez, Steinitz Defense,0.11112565445026178,0.07842768035777334,0.03269797409248844
1963413,Queen's Indian Defense: Fianchetto Variation,Queen's Indian Defense, Fianchetto Variation,0.1111111111111111,-0.03280224929709466,0.14391336040820576
1970640,Neo-Gruenfeld Defense: Exchange Variation,Neo-Gruenfeld Defense, Exchange Variation,0.1111111111111111,0.08209538702111024,0.02901572409000086
1965067,"Pterodactyl Defense: Eastern, Rhamphorhynchus",Pterodactyl Defense," Eastern, Rhamphorhynchus",0.1111111111111111,-0.03219315895372234,0.14330427006483343
1737901,Tarrasch Defense: von Hennig Gambit,Tarrasch Defense, von Hennig Gambit,0.1111111111111111,0.08230088495575222,0.028810226155358887
1754411,Polish Opening: Zukertort System,Polish Opening, Zukertort System,0.1111111111111111,0.031218344230592134,0.07989276688051897
1607544,Semi-Slav Defense: Gunderam Gambit,Semi-Slav Defense, Gunderam Gambit,0.1111111111111111,0.0930170928845899,0.018094018226521208
1445095,Center Game: von der Lasa Gambit,Center Game, von der Lasa Gambit,0.1111111111111111,-0.011753256475520288,0.1228643675866314
136504,"French Defense: Advance Variation, Frenkel Gambit",French Defense," Advance Variation, Frenkel Gambit",0.1111111111111111,-0.001258634820278656,0.11236974593138976
1398992,Queen's Gambit Declined: Cambridge Springs Defense: Yugoslav Variation,Queen's Gambit Declined, Cambridge Springs Defense: Yugoslav Variation,0.1111111111111111,0.09342300002596526,0.01768811108514584
1962154,"Blackmar-Diemer Gambit: Lemberger Countergambit, Diemer Attack",Blackmar-Diemer Gambit," Lemberger Countergambit, Diemer Attack",0.1111111111111111,0.03245403677058353,0.07865707434052757
